4398046532201|1338768000000
16492674457155|1324425600000
2199023260409|1310601600000
31490|1325808000000
3298534885318|1329350400000
13194139544402|1344297600000
9895604655918|1308182400000
13194139571900|1342656000000
3298534920303|1320624000000
12094627918135|1331596800000
34453|1330214400000
9895604671297|1311120000000
7696581463333|1340409600000
14293651176454|1333843200000
16492674471549|1293408000000
17768|1332115200000
1099511674846|1341619200000
6597069790099|1331164800000
31420|1323129600000
12094627940828|1346630400000
7696581401905|1341100800000
15393162845185|1341100800000
4398046584051|1353715200000
13194139555946|1313971200000
33248|1322784000000
6597069792266|1322697600000
45456|1323388800000
5497558160564|1323734400000
52758|1336176000000
13194139549708|1340064000000
16492674433690|1331942400000
15393162789428|1324166400000
9895604701448|1329955200000
12094627916773|1328054400000
6597069808946|1332547200000
15393162808619|1307750400000
8796093062710|1329004800000
13194139563575|1321660800000
4398046550969|1324598400000
2199023323563|1334448000000
3298534921750|1320451200000
15393162830380|1343001600000
27001|1324166400000
16492674446581|1333929600000
8796093055737|1354060800000
8796093085034|1341619200000
10995116331984|1342915200000
10995116332299|1354060800000
1099511693612|1324425600000
1099511653463|1323820800000
9895604721160|1329696000000
13194139600563|1338940800000
13194139534771|1343174400000
7696581420367|1309737600000
4398046575596|1334448000000
13194139567957|1345593600000
1099511678190|1303689600000
13194139568314|1328227200000
12094627935776|1329523200000
10995116343605|1333670400000
2199023295692|1317772800000
15393162834051|1327104000000
12094627906240|1304294400000
12094627973790|1322006400000
12094627921944|1322179200000
6597069801442|1348012800000
16492674432469|1353974400000
16492674475263|1342310400000
10995116280126|1339977600000
10995116314732|1337990400000
12094627951125|1324080000000
2199023321825|1327536000000
70326|1350172800000
3298534923769|1332806400000
15393162850059|1335916800000
15393162818700|1346544000000
14293651161159|1345334400000
14293651178941|1337126400000
12094627955209|1328227200000
7696581440341|1323734400000
13194139543651|1302048000000
12094627961818|1324425600000
1099511695312|1339372800000
12094627922615|1330560000000
10995116330418|1325548800000
4398046566954|1324771200000
6597069806628|1349481600000
13194139536468|1335916800000
7696581427587|1326931200000
5497558207545|1301097600000
9895604705346|1332028800000
7696581448758|1340064000000
15393162818602|1345939200000
2199023256449|1322265600000
1099511671771|1335139200000
9895604654165|1302134400000
15393162826419|1339200000000
4398046581807|1337817600000
13194139571502|1350345600000
8796093057768|1344124800000
3298534931970|1341360000000
10995116305976|1344384000000
5497558142590|1313798400000
8796093038626|1340496000000
7696581459185|1342051200000
2199023259609|1331337600000
8796093033766|1313884800000
13194139576012|1337040000000
8796093048251|1312329600000
10995116298177|1335225600000
3298534941053|1330128000000
16492674429392|1344038400000
4398046541442|1324771200000
8796093070224|1324684800000
8796093074477|1349222400000
14293651163338|1329782400000
6597069790656|1324857600000
1099511677852|1331683200000
4398046529874|1289865600000
9017|1326499200000
2199023266785|1324857600000
2199023280232|1304985600000
7696581451691|1334102400000
10995116342375|1340150400000
2199023281498|1326585600000
5497558147175|1322697600000
6597069785743|1345334400000
1099511636458|1322092800000
14293651200146|1343952000000
10995116300853|1332288000000
12094627938102|1354060800000
1099511660469|1348099200000
7696581455304|1354060800000
18503|1345420800000
7696581422474|1324598400000
9895604700118|1349654400000
5497558161546|1329868800000
1099511671736|1315872000000
7696581441417|1344124800000
4398046561118|1324857600000
1099511682109|1329868800000
6597069838001|1349049600000
5497558160826|1336262400000
14293651192484|1354060800000
2199023311727|1322956800000
12094627976516|1343174400000
14293651179382|1310860800000
1099511651446|1349395200000
15393162847133|1342569600000
13194139535891|1332460800000
15393162834650|1341878400000
5497558189357|1334102400000
2199023267321|1333411200000
7696581425517|1331510400000
10995116311772|1327017600000
4767|1323993600000
13194139553622|1344384000000
14293651172320|1331251200000
8796093033823|1350864000000
3298534897095|1323993600000
16492674479635|1348617600000
14293651229620|1353888000000
4398046582394|1327536000000
12094627914704|1324598400000
7696581412044|1354060800000
15393162818095|1341878400000
3298534894815|1354060800000
32768|1341878400000
1099511669472|1330041600000
14293651171898|1349827200000
14293651198529|1339286400000
2199023309481|1354060800000
12094627966063|1331769600000
3298534906873|1331942400000
8796093042434|1328832000000
15393162820972|1350172800000
15393162822698|1319155200000
3298534885659|1349913600000
12094627960309|1339718400000
16492674436147|1334880000000
15393162816307|1340409600000
16492674448375|1354060800000
10995116304613|1328140800000
15393162855028|1325980800000
1099511636050|1323820800000
9895604658429|1325980800000
46800|1328227200000
8796093034589|1323993600000
27498|1347753600000
15393162853465|1303084800000
15393162798769|1324252800000
8796093089659|1345248000000
12094627964702|1313020800000
7696581457955|1334361600000
16492674441459|1354060800000
10995116307325|1352332800000
15393162805298|1337817600000
9895604664553|1328054400000
6597069810722|1333843200000
9895604694370|1343001600000
8796093063172|1354060800000
6597069824923|1331856000000
16492674447756|1330128000000
13194139583963|1354060800000
12094627978131|1351900800000
13194139589859|1333238400000
39321|1354060800000
3298534951231|1335225600000
9895604687769|1342483200000
16492674444088|1352246400000
12094627946604|1347235200000
23148|1322956800000
12094627935617|1354060800000
62912|1339545600000
15393162817897|1354060800000
14293651164204|1354060800000
19138|1333411200000
14293651169010|1324252800000
3298534922491|1323907200000
